latitude,longitude
25.49144112,51.4482986
25.49144899,51.44829372
25.49145686,51.44828885
25.49146472,51.44828397
25.49147259,51.44827909
25.49148045,51.44827421
25.49148832,51.44826933
25.49149619,51.44826445
25.49150405,51.44825956
25.49151191,51.44825468
25.49151977,51.44824979
25.49152763,51.4482449
25.49153549,51.44824001
25.49154335,51.44823511
25.49155121,51.44823022
25.49155906,51.44822532
25.49156692,51.44822042
25.49157479,51.44821554
25.49158265,51.44821066
25.49159052,51.44820578
25.49159838,51.4482009
25.49160625,51.44819602
25.49161411,51.44819113
25.49162197,51.44818625
25.49162983,51.44818136
25.4916377,51.44817647
25.49164555,51.44817157
25.49165341,51.44816667
25.49166126,51.44816178
25.49166912,51.44815688
25.49167697,51.44815197
25.49168483,51.44814707
25.49169268,51.44814216
25.49170053,51.44813726
25.49170839,51.44813236
25.49171625,51.44812747
25.49172411,51.44812258
25.49173197,51.4481177
25.49173984,51.44811281
25.4917477,51.44810794
25.49175557,51.44810306
25.49176344,51.44809818
25.49177131,51.44809331
25.49177916,51.4480884
25.49178701,51.44808349
25.49179486,51.44807857
25.4918027,51.44807366
25.49181056,51.44806877
25.49181843,51.4480639
25.4918263,51.44805902
25.49183417,51.44805414
25.49184203,51.44804926
25.4918499,51.44804438
25.49185776,51.4480395
25.49186563,51.44803462
25.49187349,51.44802974
25.49188135,51.44802485
25.49188922,51.44801997
25.49189708,51.44801509
25.49190495,51.4480102
25.49191282,51.44800534
25.49192069,51.44800047
25.49192856,51.4479956
25.49193644,51.44799074
25.49194432,51.44798588
25.4919522,51.44798103
25.49196008,51.44797618
25.49196796,51.44797133
25.49197585,51.4479665
25.49198374,51.44796167
25.49199163,51.44795684
25.49199952,51.44795201
25.49200741,51.44794718
25.4920153,51.44794234
25.49202319,51.44793751
25.49203108,51.44793267
25.49203897,51.44792786
25.49204689,51.44792308
25.49205481,51.44791831
25.49206273,51.44791353
25.49207065,51.44790875
25.49207856,51.44790398
25.49208648,51.4478992
25.4920944,51.44789443
25.49210232,51.44788966
25.49211026,51.44788492
25.4921182,51.44788018
25.49212613,51.44787545
25.49213407,51.44787071
25.49214201,51.44786597
25.49214995,51.44786124
25.49215789,51.4478565
25.49216583,51.44785178
25.49217378,51.44784706
25.49218173,51.44784235
25.49218968,51.44783764
25.49219762,51.44783292
25.49220557,51.4478282
25.49221351,51.44782348
25.49222146,51.44781876
25.49222941,51.44781406
25.49223739,51.4478094
25.49224536,51.44780474
25.49225334,51.44780008
25.49226131,51.44779542
25.49226928,51.44779074
25.49227725,51.44778607
25.49228521,51.44778139
25.49229321,51.44777677
25.49230123,51.44777221
25.49230925,51.44776765
25.49231727,51.44776309
25.4923253,51.44775854
25.49233334,51.44775401
25.49234138,51.44774949
25.49234941,51.44774496
25.49235747,51.44774048
25.49236553,51.44773601
25.4923736,51.44773154
25.49238166,51.44772707
25.49238977,51.4477227
25.49239788,51.44771833
25.49240599,51.44771396
25.4924141,51.4477096
25.49242223,51.44770527
25.49243036,51.44770095
25.49243849,51.44769662
25.49244663,51.44769233
25.49245479,51.44768807
25.49246295,51.44768382
25.49247111,51.44767957
25.4924793,51.44767539
25.49248751,51.44767125
25.49249571,51.4476671
25.49250392,51.44766296
25.49251217,51.44765891
25.49252041,51.44765486
25.49252866,51.44765081
25.49253692,51.44764682
25.49254524,51.44764296
25.49255356,51.44763909
25.49256188,51.44763523
25.49257023,51.44763147
25.49257862,51.44762778
25.492587,51.44762409
25.49259538,51.4476204
25.49260381,51.44761683
25.49261223,51.44761326
25.49262066,51.4476097
25.49262911,51.44760619
25.49263759,51.4476028
25.49264608,51.4475994
25.49265456,51.44759601
25.4926631,51.44759278
25.49267166,51.44758961
25.49268021,51.44758644
25.49268878,51.4475833
25.4926974,51.44758036
25.49270602,51.44757741
25.49271464,51.44757447
25.49272332,51.44757172
25.49273202,51.44756909
25.49274073,51.44756647
25.49274945,51.44756388
25.49275823,51.44756159
25.49276701,51.4475593
25.4927758,51.44755701
25.49278463,51.44755496
25.49279349,51.44755306
25.49280235,51.44755116
25.49281122,51.44754933
25.49282014,51.44754781
25.49282907,51.4475463
25.49283799,51.44754478
25.49284695,51.44754364
25.49285593,51.4475426
25.49286491,51.44754157
25.4928739,51.44754072
25.49288291,51.44754015
25.49289192,51.44753959
25.49290094,51.44753905
25.49290996,51.44753902
25.49291899,51.447539
25.49292802,51.44753897
25.49293704,51.44753917
25.49294607,51.44753946
25.49295509,51.44753975
25.4929641,51.44754027
25.49297309,51.44754114
25.49298208,51.44754202
25.49299107,51.44754294
25.49300001,51.44754428
25.49300896,51.44754562
25.4930179,51.44754696
25.4930268,51.44754867
25.49303568,51.44755045
25.49304456,51.44755222
25.49305339,51.44755427
25.49306219,51.44755649
25.49307099,51.44755872
25.49307974,51.44756114
25.49308841,51.44756392
25.49309707,51.4475667
25.49310572,51.44756954
25.49311425,51.44757281
25.49312277,51.44757608
25.4931313,51.44757935
25.49313968,51.44758304
25.49314805,51.44758677
25.49315641,51.4475905
25.49316466,51.44759456
25.49317284,51.44759875
25.49318102,51.44760295
25.49318908,51.44760742
25.49319699,51.44761222
25.4932049,51.44761701
25.49321274,51.44762192
25.49322039,51.44762721
25.49322804,51.44763249
25.49323567,51.4476378
25.493243,51.4476436
25.49325033,51.44764941
25.49325766,51.44765522
25.49326476,51.44766135
25.49327183,51.44766753
25.4932789,51.44767372
25.4932857,51.44768025
25.49329238,51.44768695
25.49329905,51.44769364
25.49330554,51.44770056
25.49331184,51.44770768
25.49331815,51.44771479
25.49332426,51.4477221
25.49333011,51.44772968
25.49333596,51.44773726
25.49334172,51.44774491
25.49334721,51.4477528
25.4933527,51.4477607
25.49335816,51.44776862
25.49336317,51.44777689
25.49336818,51.44778517
25.49337319,51.44779344
25.49337791,51.44780192
25.49338259,51.44781042
25.49338726,51.44781893
25.49339162,51.44782763
25.49339582,51.44783644
25.49340002,51.44784525
25.49340404,51.44785414
25.49340785,51.44786316
25.49341167,51.44787217
25.49341539,51.44788123
25.49341875,51.44789046
25.49342212,51.44789969
25.49342549,51.44790892
25.49342844,51.44791832
25.49343138,51.44792772
25.49343432,51.44793712
25.49343682,51.44794668
25.49343914,51.44795629
25.49344146,51.4479659
25.49344359,51.44797556
25.49344548,51.44798529
25.49344736,51.44799501
25.49344915,51.44800476
25.49345057,51.44801458
25.493452,51.4480244
25.49345342,51.44803423
25.49345444,51.44804411
25.49345544,51.44805399
25.49345643,51.44806388
25.49345707,51.44807379
25.49345753,51.44808373
25.49345799,51.44809366
25.49345831,51.4481036
25.4934584,51.44811354
25.49345849,51.44812349
25.49345856,51.44813344
25.49345814,51.44814337
25.49345772,51.44815331
25.4934573,51.44816324
25.4934566,51.44817315
25.49345576,51.44818306
25.49345493,51.44819296
25.49345389,51.44820284
25.49345253,51.44821267
25.49345117,51.4482225
25.49344978,51.44823233
25.49344796,51.44824207
25.49344615,51.44825181
25.49344433,51.44826156
25.49344224,51.44827123
25.49344006,51.44828088
25.49343788,51.44829053
25.49343548,51.44830012
25.49343279,51.44830961
25.4934301,51.4483191
25.49342737,51.44832858
25.49342431,51.44833794
25.49342124,51.4483473
25.49341818,51.44835665
25.49341474,51.44836585
25.4934112,51.44837499
25.49340766,51.44838414
25.49340398,51.44839322
25.49340013,51.44840222
25.49339628,51.44841122
25.4933924,51.4484202
25.49338826,51.44842903
25.49338413,51.44843787
25.49337999,51.44844671
25.49337569,51.44845546
25.49337134,51.44846418
25.493367,51.44847289
25.4933626,51.44848158
25.49335813,51.44849022
25.49335365,51.44849885
25.49334917,51.44850749
25.49334456,51.44851604
25.49333995,51.44852459
25.49333533,51.44853314
25.49333066,51.44854164
25.49332595,51.44855013
25.49332123,51.44855861
25.4933165,51.44856708
25.49331169,51.4485755
25.49330688,51.44858391
25.49330207,51.44859233
25.49329718,51.44860069
25.49329227,51.44860903
25.49328736,51.44861738
25.49328242,51.4486257
25.49327741,51.44863398
25.49327241,51.44864226
25.4932674,51.44865054
25.49326234,51.44865877
25.49325728,51.44866701
25.49325222,51.44867524
25.49324714,51.44868347
25.49324205,51.44869168
25.49323696,51.44869989
25.49323186,51.4487081
25.49322669,51.44871625
25.49322151,51.44872439
25.49321633,51.44873254
25.4932111,51.44874065
25.49320584,51.44874873
25.49320057,51.44875681
25.49319531,51.44876489
25.49318996,51.4487729
25.49318461,51.44878091
25.49317926,51.44878893
25.49317387,51.4487969
25.49316843,51.44880484
25.49316299,51.44881278
25.49315755,51.44882071
25.49315205,51.4488286
25.49314655,51.44883648
25.49314105,51.44884437
25.49313551,51.44885222
25.4931299,51.44886002
25.4931243,51.44886782
25.49311869,51.44887561
25.49311301,51.44888334
25.49310729,51.44889104
25.49310158,51.44889874
25.49309585,51.44890642
25.49309003,51.44891402
25.49308421,51.44892162
25.49307838,51.44892922
25.49307251,51.44893678
25.4930666,51.44894429
25.49306068,51.4489518
25.49305477,51.44895932
25.49304874,51.44896672
25.4930427,51.44897411
25.49303666,51.44898151
25.49303061,51.44898888
25.4930245,51.44899621
25.49301839,51.44900353
25.49301229,51.44901086
25.49300613,51.44901812
25.49299991,51.44902534
25.4929937,51.44903255
25.49298748,51.44903977
25.49298121,51.44904692
25.49297493,51.44905406
25.49296865,51.44906121
25.49296236,51.44906834
25.49295601,51.44907541
25.49294966,51.44908248
25.49294332,51.44908955
25.49293697,51.44909663
25.49293062,51.4491037
25.49292428,51.44911078
25.49291794,51.44911785
25.49291159,51.44912493
25.49290525,51.449132
25.4928989,51.44913908
25.49289256,51.44914615
25.49288623,51.44915325
25.49287992,51.44916035
25.4928736,51.44916746
25.49286728,51.44917456
25.49286098,51.44918168
25.49285467,51.4491888
25.49284836,51.44919591
25.49284206,51.44920303
25.4928358,51.44921019
25.49282953,51.44921735
25.49282327,51.44922452
25.49281702,51.4492317
25.49281086,51.44923896
25.49280469,51.44924622
25.49279852,51.44925348
25.49279236,51.44926075
25.49278622,51.44926805
25.49278008,51.44927534
25.49277394,51.44928263
25.49276784,51.44928996
25.49276178,51.44929733
25.49275572,51.4493047
25.49274966,51.44931207
25.49274364,51.44931948
25.49273766,51.44932693
25.49273168,51.44933438
25.4927257,51.44934183
25.49271974,51.4493493
25.4927138,51.44935679
25.49270785,51.44936427
25.49270191,51.44937176
25.49269599,51.44937927
25.4926901,51.44938681
25.49268421,51.44939434
25.49267831,51.44940187
25.49267245,51.44940944
25.4926666,51.44941701
25.49266076,51.44942459
25.49265491,51.44943217
25.4926491,51.44943978
25.4926433,51.44944741
25.4926375,51.44945503
25.49263171,51.44946265
25.49262596,51.44947032
25.49262023,51.449478
25.4926145,51.44948569
25.49260877,51.44949337
25.49260306,51.44950108
25.49259735,51.44950879
25.49259165,51.4495165
25.49258595,51.44952421
25.4925803,51.44953197
25.49257467,51.44953974
25.49256905,51.44954752
25.49256342,51.44955529
25.49255782,51.4495631
25.49255223,51.4495709
25.49254664,51.44957871
25.49254104,51.44958652
25.49253548,51.44959435
25.49252992,51.44960219
25.49252436,51.44961002
25.4925188,51.44961786
25.4925133,51.44962574
25.49250782,51.44963365
25.49250234,51.44964155
25.49249686,51.44964946
25.49249143,51.4496574
25.492486,51.44966535
25.49248058,51.4496733
25.49247516,51.44968125
25.49246981,51.44968926
25.49246449,51.4496973
25.49245917,51.44970533
25.49245385,51.44971337
25.49244851,51.44972139
25.49244316,51.4497294
25.49243781,51.44973741
25.49243246,51.44974542
25.49242721,51.44975351
25.49242203,51.44976166
25.49241685,51.4497698
25.49241167,51.44977795
25.49240654,51.44978613
25.49240144,51.44979434
25.49239634,51.44980254
25.49239124,51.44981075
25.49238619,51.44981899
25.49238117,51.44982726
25.49237615,51.44983553
25.49237114,51.44984379
25.49236615,51.44985208
25.4923612,51.44986041
25.49235626,51.44986873
25.49235131,51.44987705
25.49234637,51.44988537
25.49234144,51.4498937
25.4923365,51.44990203
25.49233157,51.44991035
25.49232665,51.4499187
25.49232178,51.44992707
25.4923169,51.44993544
25.49231202,51.44994381
25.49230716,51.44995218
25.49230234,51.44996059
25.49229751,51.449969
25.49229269,51.4499774
25.49228786,51.44998581
25.49228304,51.44999421
25.49227821,51.45000262
25.49227339,51.45001103
25.49226857,51.45001944
25.49226377,51.45002786
25.49225898,51.45003629
25.49225418,51.45004471
25.49224938,51.45005314
25.4922446,51.45006157
25.49223982,51.45007001
25.49223503,51.45007844
25.49223025,51.45008688
25.49222547,51.45009532
25.49222069,51.45010376
25.49221592,51.45011219
25.49221114,51.45012064
25.4922064,51.4501291
25.49220165,51.45013756
25.49219691,51.45014602
25.49219216,51.45015447
25.49218739,51.45016292
25.49218262,51.45017137
25.49217786,51.45017981
25.49217309,51.45018826
25.49216835,51.45019672
25.4921636,51.45020518
25.49215885,51.45021364
25.4921541,51.4502221
25.49214935,51.45023056
25.49214461,51.45023902
25.49213987,51.45024748
25.49213513,51.45025595
25.49213041,51.45026443
25.49212569,51.4502729
25.49212096,51.45028138
25.49211623,51.45028984
25.49211149,51.45029831
25.49210674,51.45030677
25.492102,51.45031523
25.49209719,51.45032365
25.49209236,51.45033205
25.49208753,51.45034046
25.49208271,51.45034886
25.49207788,51.45035726
25.49207305,51.45036567
25.49206823,51.45037407
25.4920634,51.45038248
25.49205857,51.45039088
25.49205375,51.45039929
25.49204892,51.45040769
25.49204409,51.4504161
25.49203927,51.4504245
25.49203444,51.45043291
25.49202961,51.45044131
25.49202479,51.45044971
25.49201996,51.45045812
25.49201513,51.45046652
25.4920103,51.45047493
25.49200548,51.45048333
25.49200065,51.45049174
25.49199582,51.45050014
25.491991,51.45050855
25.49198617,51.45051695
25.49198134,51.45052535
25.49197652,51.45053376
25.49197169,51.45054216
25.49196686,51.45055057
25.49196204,51.45055897
25.49195721,51.45056738
25.49195238,51.45057578
25.49194755,51.45058419
25.49194273,51.45059259
25.4919379,51.450601
25.49193307,51.4506094
25.49192825,51.4506178
25.49192342,51.45062621
25.49191859,51.45063461
25.49191377,51.45064302
25.49190894,51.45065142
25.49190411,51.45065983
25.49189929,51.45066823
25.49189446,51.45067664
25.49188963,51.45068504
25.49188481,51.45069345
25.49187998,51.45070185
25.49187515,51.45071025
25.49187032,51.45071866
25.4918655,51.45072706
25.49186067,51.45073547
25.49185584,51.45074387
25.49185102,51.45075228
25.49184619,51.45076068
25.49184136,51.45076909
25.49183654,51.45077749
25.49183171,51.45078589
25.49182688,51.4507943
25.49182206,51.4508027
25.49181723,51.45081111
25.4918124,51.45081951
25.49180758,51.45082792
25.49180275,51.45083632
25.49179792,51.45084473
25.49179309,51.45085313
25.49178827,51.45086154
25.49178344,51.45086994
25.49177861,51.45087834
25.49177379,51.45088675
25.49176896,51.45089515
25.49176413,51.45090356
25.49175931,51.45091196
25.49175448,51.45092037
25.49174965,51.45092877
25.49174483,51.45093718
25.49174,51.45094558
25.49173517,51.45095398
25.49173035,51.45096239
25.49172552,51.45097079
25.49172069,51.4509792
25.49171586,51.4509876
25.49171104,51.45099601
25.49170621,51.45100441
25.49170138,51.45101282
25.49169656,51.45102122
25.49169173,51.45102963
25.4916869,51.45103803
25.49168208,51.45104643
25.49167964,51.451056
25.4916772,51.45106558
25.49167465,51.45107512
25.49167185,51.45108457
25.49166895,51.45109399
25.49166588,51.45110334
25.4916628,51.45111269
25.49165968,51.45112203
25.49165654,51.45113135
25.49165333,51.45114065
25.49165018,51.45114997
25.49164709,51.45115931
25.49164399,51.45116865
25.49164088,51.45117799
25.49163782,51.45118734
25.49163479,51.45119671
25.49163182,51.4512061
25.49162889,51.45121551
25.49162603,51.45122495
25.49162328,51.45123442
25.49162058,51.45124391
25.49161805,51.45125346
25.49161553,51.45126301
25.49161315,51.4512726
25.49161076,51.45128219
25.49160849,51.45129182
25.49160625,51.45130145
25.49160413,51.45131112
25.49160212,51.45132081
25.49160012,51.45133051
25.49159823,51.45134024
25.49159634,51.45134996
25.49159464,51.45135973
25.491593,51.45136951
25.4915914,51.4513793
25.49158988,51.4513891
25.49158837,51.45139891
25.49158698,51.45140873
25.4915856,51.45141856
25.49158426,51.4514284
25.49158302,51.45143825
25.49158177,51.4514481
25.49158052,51.45145795
25.49157928,51.4514678
25.49157804,51.45147765
25.49157692,51.45148752
25.49157579,51.45149739
25.49157466,51.45150726
25.49157352,51.45151712
25.49157238,51.45152699
25.49157121,51.45153685
25.49157004,51.45154671
25.49156887,51.45155658
25.49156768,51.45156644
25.49156649,51.4515763
25.49156524,51.45158614
25.49156392,51.45159598
25.4915626,51.45160582
25.49156114,51.45161564
25.49155965,51.45162545
25.49155813,51.45163525
25.49155643,51.45164502
25.49155474,51.45165479
25.49155295,51.45166453
25.49155107,51.45167426
25.4915492,51.45168399
25.49154706,51.45169366
25.49154489,51.45170331
25.49154265,51.45171294
25.49154021,51.45172252
25.49153777,51.45173209
25.49153509,51.45174159
25.49153228,51.45175104
25.49152945,51.45176048
25.49152619,51.45176976
25.49152294,51.45177904
25.49151948,51.45178822
25.49151579,51.4517973
25.49151211,51.45180638
25.49150813,51.4518153
25.49150411,51.45182421
25.4914999,51.451833
25.49149524,51.45184152
25.49149059,51.45185005
25.49148556,51.4518583
25.49148042,51.45186647
25.49147516,51.45187455
25.49146942,51.45188222
25.49146368,51.4518899
25.49145769,51.45189734
25.49145158,51.45190466
25.49144542,51.45191193
25.49143884,51.45191874
25.49143227,51.45192555
25.49142543,51.45193204
25.4914184,51.45193828
25.49141137,51.45194451
25.49140417,51.45195051
25.49139697,51.4519565
25.49138964,51.45196232
25.4913822,51.45196794
25.49137475,51.45197357
25.4913671,51.45197884
25.49135944,51.45198409
25.49135174,51.45198929
25.491344,51.45199442
25.49133627,51.45199954
25.49132846,51.45200453
25.49132063,51.45200949
25.4913128,51.45201442
25.49130492,51.45201929
25.49129705,51.45202415
25.49128916,51.45202899
25.49128127,51.45203381
25.49127337,51.45203864
25.49126554,51.45204357
25.4912577,51.4520485
25.49124985,51.45205342
25.49124199,51.45205831
25.49123413,51.4520632
25.49122632,51.45206818
25.49121852,51.45207319
25.49121072,51.4520782
25.49120295,51.45208327
25.49119519,51.45208834
25.49118744,51.45209345
25.49117973,51.45209862
25.49117202,51.45210379
25.49116436,51.45210905
25.49115671,51.45211433
25.49114908,51.45211965
25.49114152,51.45212508
25.49113396,51.45213051
25.49112645,51.45213604
25.49111898,51.45214161
25.49111151,51.45214719
25.49110414,51.45215294
25.49109677,51.45215869
25.49108946,51.45216451
25.4910822,51.45217043
25.49107494,51.45217634
25.49106779,51.4521824
25.49106064,51.45218849
25.49105353,51.45219461
25.49104649,51.45220083
25.49103945,51.45220705
25.49103247,51.45221336
25.49102552,51.45221972
25.49101858,51.45222607
